1000103,Thu Feb 28 15:58:42 +0000 2019," thank you very much, i didnt expect anything less from you. thank you for securing the release of our airforce personal. cannot wait for you and rahul gandhi, to sit toghther , take south asia in a new direction."
1000104,Thu Feb 28 06:31:17 +0000 2019," congress is a oppologist of pakistan &amp; doesn't want our armed forces to take revenge for the killing of our braves by jaish e mohammed proxy pakistan army.
remember mani shanjar aiyar call to imran khan pak pm to outst modi &amp; rahul gandhi's anti modi rhetoric abroad."
1000105,Fri Mar 01 14:37:53 +0000 2019,"  badiya! rahul gandhi has never been pm. forget that, he was never cm.  if you give him paper. he will look in his mobile to copy ""p"" ""m""  stupidisasstupiddoes"
1000106,Fri Mar 01 16:02:49 +0000 2019,"kandanichor  sonia &amp; fmly. look gandhi lickers ur loot record even courts recognising.  
cc  
"
1000107,Thu Feb 28 13:24:31 +0000 2019, and take our rahul gandhi.
1000108,Sat Feb 09 09:24:25 +0000 2019,rahul gandhi insults martyrs of indian air force pilots. 
1000109,Sun Mar 03 15:56:18 +0000 2019,"  see what pm did at this, he made people chant on 'bharat mata ki jai' while they were sloganeering rahul gandhi chor hai."
1000110,Fri Mar 01 03:47:09 +0000 2019," he is in india.  changed his name to rahul gandhi.
captainmarvel welcomebackabhinandan"
1000111,Sun Mar 03 03:08:51 +0000 2019, dear rahul gandhi. if what you are saying is true please take him to court.
1000112,Sun Mar 03 03:32:44 +0000 2019,"is he real rahul gandhi ? if so, it is so courageous for him to say that and same believed by his party man. "
1000113,Sat Mar 02 16:51:42 +0000 2019,  i neither agree nor disagree. because i think rahul gandhi has no sense of right and wrong and so doesn't know the difference between truth and falsehood.
1000114,Sat Mar 02 12:42:00 +0000 2019,says one moron rahul gandhi  just got rap on knuckles from apex court that he and  dynasty mata looted  property using bogus shell company young indian. next stop tihar jail.. thanks to  
1000115,Sun Mar 03 14:26:26 +0000 2019,"  we love modi and we all support modi.
we dont freaking care abt rahul gandhi,navjot looser,or kejriwal.
the ppl you r supporting have loosers' image here.

thanks"
1000116,Sun Mar 03 05:52:07 +0000 2019,"rahul gandhi in 2014 - women empowerment ad infinitum 
rahul gandhi in 2019 - rafale rafale ad infinitum
oh this dyslexic 50 year old bachha! 
pakistanjihad"
1000117,Sat Mar 02 12:20:54 +0000 2019,traveling to hyderabad from indira gandhi international airport - terminal 3 
1000118,Sun Mar 03 13:40:45 +0000 2019,"see how rahul gandhi taking back to our country, first he declared if congress come back all farmers will free from all loans, it's large amount put a bad effect on indian economy and playing poltics in raffle and it's delayed to our country security ?"
1000119,Sun Mar 03 09:00:10 +0000 2019, (14:06 hrs) commentator of aaj tak does not miss opportunity in interest of selling news to repeat past comments of rahul gandhi that chowkidar chor hai. they (like ravish) cannot resist juicy material. they fix the ripe fruit on the tree &amp; try pluck again. aaj tak kyon?
1000120,Sun Mar 03 14:29:30 +0000 2019, that is what happens when spend enough time with rahul gandhi
1000121,Sun Mar 03 04:44:19 +0000 2019," who will next pm ? 

like for rahul gandhi 
retweet for modi"
1000122,Sun Mar 03 14:10:10 +0000 2019,  guys here is declaration of rahul gandhi during his visit at bandra bks on 1.3.18 first the zero  crowd there then the promise. 
1000123,Sun Mar 03 03:15:44 +0000 2019,"rt isapnamishra: dear rahul gandhi,
do you feel shame on nehru for the entire kashmir mess?

*j&amp;k was never a dispute state after maharaja hari singh had signed the accession. why pandit nehru took the case to the un?

*why nehru didn’t abrogated article… "
1000124,Wed Feb 06 07:21:53 +0000 2019,"heartfelt gratitude to hon'ble cp shri rahul gandhi for giving me this opportunity to serve the party,will give more than 100 percent to discharge the assignment.. honour to receive the order from  "
1000125,Sun Mar 03 07:40:58 +0000 2019,"  and on other hand rahul gandhi though he is indian still.. you should listen to him and his party lines .. very immature and lies, sometime anti national.. just see how many sits he got in last assembly.."
1000126,Fri Mar 01 07:42:35 +0000 2019,  plp like you.. fuckoff. shame on u plp who don't even support their pm .. if not modi then do u want rahul gandhi.. pappu. jo khud pak ko support kara h.
